gene_id,H1_HOCl,H2_HOCl,H3_HOCl,H4_HOCl,H1_No,H2_No,H3_No,H4_No,O1_HOCl,O2_HOCl,O3_HOCl,O4_HOCl,O1_No,O2_No,O3_No,O4_No
HVO_RS07040,187,267,75,47,355,317,439,452,13,104,40,84,432,232,309,920
HVO_RS07045,656,930,514,361,2060,2276,3691,4811,207,584,349,756,4619,1891,3394,7982
HVO_RS07050,233,316,32,10,539,460,566,613,15,47,14,21,898,393,485,1367
HVO_RS07055,137,184,15,13,106,119,104,110,4,40,9,28,161,88,73,363
HVO_RS07060,1166,1625,614,522,413,443,351,298,198,780,421,890,301,401,208,782
HVO_RS07065,631,955,136,164,22699,14561,11696,8977,72,413,97,223,21062,22332,5031,17082
HVO_RS07070,626,1071,124,140,13353,9130,5010,3234,66,401,108,213,11405,12075,2074,5896
HVO_RS07075,1110,1434,227,99,7096,5825,3495,2515,85,477,68,221,7655,5576,1669,5035
HVO_RS07080,287,416,80,46,563,437,464,435,25,107,38,50,837,501,347,861
HVO_RS07085,404,498,84,66,28517,26280,18607,14834,37,253,66,173,36894,22646,11477,24663
HVO_RS07090,429,674,137,80,1460,1437,860,697,50,249,110,143,1681,967,486,1657
HVO_RS07095,2,8,0,0,2,4,4,2,0,0,0,0,4,0,2,20
HVO_RS07100,748,1046,161,40,150,135,220,228,21,222,31,66,253,128,187,464
HVO_RS07105,7178,10691,895,207,19155,22478,11199,16545,103,1188,365,866,19868,9214,28891,40499
HVO_RS07110,609,1028,234,201,6197,8358,5084,10329,71,234,762,671,11061,3205,16773,28585
HVO_RS07115,3,1,0,0,0,0,1,2,0,2,0,4,3,1,2,7
HVO_RS07120,123,175,24,18,338,277,296,294,8,61,16,31,445,294,226,530
HVO_RS07125,30,39,7,7,70,58,60,49,8,11,16,15,106,37,47,88
HVO_RS07130,20,28,5,3,5,11,3,20,5,17,8,5,6,11,12,23
HVO_RS07135,4,6,1,0,3,1,0,5,1,2,3,2,0,0,3,10
HVO_RS07140,54,75,20,22,25,14,39,37,5,35,7,18,46,10,19,99
HVO_RS07145,28,26,5,3,4,10,20,18,0,15,2,9,29,11,18,47
HVO_RS07150,1048,1232,266,148,223,355,264,300,73,501,91,250,420,250,287,702
HVO_RS07155,1333,1947,330,179,657,620,899,906,108,623,151,272,900,445,813,2731
HVO_RS07160,3075,4356,536,309,5230,5020,6380,5494,204,1612,287,534,5983,3755,3703,11592
HVO_RS07165,27,55,59,48,83,94,52,79,42,18,75,88,134,54,70,249
HVO_RS07170,8,5,1,1,26,22,26,33,2,4,5,6,47,19,34,97
HVO_RS07175,73,78,33,20,267,294,439,418,14,44,36,65,767,350,351,805
HVO_RS07180,20,26,2,2,11,22,16,11,4,11,8,5,26,10,20,49
HVO_RS07185,107,152,25,16,37,44,48,39,6,55,7,29,66,30,44,124
HVO_RS07190,143,244,40,12,86,73,70,67,16,88,22,30,87,61,54,154
HVO_RS07195,4690,6509,647,202,151,163,58,94,37,1581,258,646,110,141,70,386
HVO_RS07200,1592,2258,313,100,56,75,75,85,44,595,63,270,111,77,78,203
HVO_RS07205,4,17,5,6,9,5,11,15,2,7,9,10,10,5,21,52
HVO_RS07210,497,696,64,12,253,299,159,160,16,176,23,55,262,215,123,501
HVO_RS07215,1167,1794,335,201,1312,1308,1139,1344,169,507,230,350,1519,1027,1062,2718
HVO_RS07220,126,211,41,16,278,242,320,377,16,57,13,29,429,227,271,672
HVO_RS07225,243,367,38,20,422,398,461,418,12,104,31,28,506,316,367,824
HVO_RS07230,167,223,55,29,197,184,232,258,29,68,51,58,281,182,202,449
HVO_RS07235,1,4,0,0,3,0,2,2,0,2,0,0,3,0,0,17
HVO_RS07240,15,13,5,0,10,7,2,11,0,3,1,2,3,1,4,29
HVO_RS07245,59,104,24,8,7,10,12,9,10,40,10,13,11,19,19,32
HVO_RS07250,10,4,2,1,5,8,7,10,5,4,10,3,8,7,2,18
HVO_RS07255,169,207,56,26,168,150,100,124,16,75,26,70,173,85,121,552
HVO_RS07260,674,897,384,167,1611,2320,605,1044,82,477,69,275,1727,2042,543,914
HVO_RS07265,66,118,36,10,230,285,80,158,6,41,10,22,243,276,109,188
HVO_RS07270,70,112,63,35,170,192,87,122,17,43,19,56,174,172,90,197
HVO_RS07275,127,225,88,71,294,350,199,251,27,104,36,87,296,346,188,349
HVO_RS07280,196,275,56,38,560,524,451,434,32,108,38,70,675,405,316,833
HVO_RS07285,64893,72750,61649,45368,26283,26523,52980,50209,28944,44922,42271,83783,58802,25402,35730,112129
HVO_RS07290,4288,5420,3396,1754,541,519,1724,1492,1077,2537,1423,2934,1372,484,1067,2801
HVO_RS07295,3428,4564,2675,1498,316,351,207,241,895,1958,1123,2469,254,197,164,602
HVO_RS07300,903,1225,673,294,672,718,94,161,153,472,246,519,367,446,95,242
HVO_RS07305,1650,2058,1616,1331,25440,25411,3728,4594,427,1035,1181,1951,15694,19532,2222,3427
HVO_RS07310,169,296,66,41,336,331,205,233,12,106,34,90,298,245,199,614
HVO_RS07315,99,162,26,16,407,384,387,406,14,32,29,29,380,317,334,640
HVO_RS07320,203,265,152,94,111,163,91,127,43,131,101,132,169,92,91,217
HVO_RS07325,106,142,49,34,510,512,488,616,12,63,37,68,734,439,537,763
HVO_RS07330,149,175,81,97,509,512,344,444,32,76,63,115,562,396,300,834
HVO_RS07335,86,118,62,38,111,100,138,147,18,52,48,78,146,100,122,349
HVO_RS07340,209,302,86,121,710,714,593,560,49,120,111,145,771,599,451,1311
HVO_RS07345,9,31,18,16,86,82,43,78,8,18,11,23,90,78,53,204
HVO_RS07350,146,186,90,84,475,468,468,502,36,91,75,116,570,491,371,984
HVO_RS07355,61,98,40,49,254,278,258,300,17,33,30,58,359,242,235,506
HVO_RS07360,26,44,17,32,177,100,92,133,6,28,14,65,49,101,70,233
HVO_RS07365,120,177,85,76,561,364,255,526,21,85,79,253,168,327,198,670
HVO_RS07370,283,398,84,45,254,209,127,163,27,121,58,99,172,157,69,477
HVO_RS07380,929,1214,233,95,613,611,785,871,66,372,107,202,934,473,763,2305
HVO_RS07385,130,218,52,29,215,277,279,284,18,63,24,42,315,149,190,515
HVO_RS07390,30,48,18,5,74,57,55,71,4,9,9,12,91,49,70,228
HVO_RS07395,414,558,363,457,1040,910,1215,1540,260,303,473,719,2245,718,1094,1855
HVO_RS07400,63,92,19,38,70,82,49,98,15,29,33,47,92,40,50,141
HVO_RS07405,20,22,3,7,20,20,32,35,4,5,10,13,33,26,28,38
HVO_RS07410,24,33,12,6,30,32,40,61,5,16,22,16,90,35,46,45
HVO_RS07415,59,73,24,12,40,49,51,70,7,16,13,26,67,30,36,114
HVO_RS07420,57,86,30,25,39,42,49,66,16,43,14,42,122,58,48,143
HVO_RS07425,110,159,57,42,96,122,52,103,31,57,43,54,159,71,78,198
HVO_RS07430,165,222,127,112,480,453,406,443,90,90,258,271,636,414,340,918
HVO_RS07435,324,447,40,29,240,250,309,310,3,113,18,40,454,177,284,755
HVO_RS07440,68,96,47,16,393,318,239,373,13,43,26,48,502,318,230,636
HVO_RS07445,57,122,21,24,134,124,146,142,19,35,8,21,214,129,141,406
HVO_RS07450,100,153,16,20,185,163,127,139,10,72,21,35,201,130,135,319
HVO_RS07455,238,323,86,59,419,405,518,532,32,104,68,96,771,302,551,1201
HVO_RS07460,334,484,135,117,121,137,142,120,61,190,86,192,194,81,117,282
HVO_RS07465,994,1377,488,380,158,139,168,145,244,763,373,713,220,111,107,252
HVO_RS07470,210,320,32,12,65,51,90,88,13,66,2,37,94,68,64,148
HVO_RS07475,18,26,6,1,44,47,21,26,0,7,1,5,31,43,45,155
HVO_RS07480,27,80,21,3,38,29,32,37,4,11,1,12,55,27,32,115
HVO_RS07485,72,113,31,9,156,192,183,194,12,36,12,21,255,124,151,377
HVO_RS07490,157,191,39,32,285,277,324,363,13,50,46,47,408,242,314,697
HVO_RS07495,4779,5632,9958,13732,84103,92566,94821,65418,5283,4944,11600,10219,89217,100579,61967,160515
HVO_RS07500,313,511,490,808,5634,6690,5394,4252,271,300,1184,679,7315,6693,6730,15903
HVO_RS07505,124,146,39,34,907,804,863,786,8,44,38,49,1187,668,757,2017
HVO_RS07510,1,2,0,1,5,5,7,3,0,0,0,1,3,0,0,11
HVO_RS07515,18,43,27,11,312,305,321,365,4,10,11,20,482,288,272,414
HVO_RS07520,58,122,117,94,391,411,420,467,53,49,127,197,649,344,286,763
HVO_RS07525,10,52,18,27,152,178,192,272,13,19,37,40,261,179,247,435
HVO_RS07530,13,26,9,14,81,75,96,119,9,8,18,33,123,83,81,174
HVO_RS07535,11,17,10,4,119,164,168,216,4,10,12,26,213,147,177,360
HVO_RS07540,32,42,18,12,220,186,297,342,10,13,23,33,403,216,238,569
HVO_RS07545,30,37,24,10,201,182,185,245,7,7,16,31,254,174,171,385
HVO_RS07550,22,39,17,20,198,192,141,190,21,17,27,40,260,130,131,358
HVO_RS07555,76,78,19,19,131,139,95,92,2,36,13,16,134,107,73,284
HVO_RS07560,25,54,18,26,692,678,490,561,11,24,25,33,733,497,354,940
HVO_RS07565,29,21,26,27,307,365,244,287,19,37,45,49,372,219,170,496
HVO_RS07570,418,537,175,101,6832,5260,2046,2240,31,148,84,213,3975,5846,813,3168
HVO_RS07575,158,175,50,48,683,592,286,331,26,71,28,63,517,457,193,723
HVO_RS07580,1230,1610,652,293,2000,1977,1884,1874,199,736,203,375,2214,2435,1101,3246
HVO_RS07585,102,123,10,9,780,748,725,816,9,36,6,13,853,649,674,1420
HVO_RS07590,68,113,29,21,1135,1190,1079,1203,11,36,22,37,1179,992,949,1935
HVO_RS07595,244,360,104,61,1390,1501,1634,1248,24,166,35,75,2203,1224,1202,3869
HVO_RS07600,181,217,83,32,43,56,51,49,21,144,17,65,63,41,31,87
HVO_RS07605,58,71,109,64,22,14,14,11,36,47,42,104,20,22,12,20
HVO_RS07610,24,35,16,21,76,81,60,49,7,34,15,23,116,51,36,69
HVO_RS07615,94,134,118,87,55,53,30,39,43,116,78,124,61,55,38,128
HVO_RS07620,79,80,168,128,49,60,17,57,55,111,98,222,67,47,40,60
HVO_RS07625,31,50,21,19,18,26,23,54,13,18,12,20,38,37,33,74
HVO_RS07630,6,12,8,4,7,9,15,9,2,6,5,18,16,7,6,13
HVO_RS07635,64,50,69,30,17,12,6,17,16,64,27,62,9,16,16,33
HVO_RS07640,55,74,52,16,25,21,13,27,22,53,23,33,73,13,21,54
HVO_RS07645,117,184,107,55,422,534,96,155,34,86,42,99,214,228,85,309
HVO_RS07650,8,8,7,4,120,150,14,21,2,4,3,13,63,91,5,31
HVO_RS07655,6,18,26,13,43,55,20,34,7,6,21,32,60,36,36,90
HVO_RS07660,3,6,5,2,9,5,4,9,6,1,3,1,8,6,8,17
HVO_RS07665,13,21,8,10,22,16,15,17,1,0,6,3,24,13,17,32
HVO_RS07670,29,23,12,22,29,34,30,20,12,15,24,23,45,32,23,76
HVO_RS07675,17,5,8,5,16,28,15,19,4,6,9,23,31,17,14,44
HVO_RS07680,51,69,65,83,96,106,92,112,32,56,99,103,138,83,83,259
HVO_RS07685,34,32,24,19,81,70,107,112,11,20,25,50,139,62,101,203
HVO_RS07690,123,159,42,17,395,386,389,436,14,71,18,50,442,409,307,609
HVO_RS07695,185,232,161,203,960,1240,924,1428,93,138,219,293,1390,853,929,2500
HVO_RS07700,13,22,4,10,57,51,29,37,4,3,9,10,70,47,31,123
HVO_RS07705,80,131,16,6,147,175,106,118,3,34,9,7,187,124,96,278
HVO_RS07710,17,25,10,3,57,69,64,80,2,14,2,3,101,61,70,148
HVO_RS07715,21,34,6,6,85,75,90,79,2,34,8,28,109,72,59,157
HVO_RS07720,245,299,125,109,533,509,1164,946,33,101,105,179,843,627,831,1950
HVO_RS07725,1029,1226,624,529,4749,4916,7487,7226,159,604,517,859,6930,4905,5567,12508
HVO_RS07730,54,69,37,34,356,288,616,555,14,35,39,49,612,316,458,1022
HVO_RS07735,66,81,49,47,388,328,514,515,19,50,58,85,519,296,390,830
HVO_RS07740,10,17,9,18,86,100,123,134,8,11,10,11,92,81,115,291
HVO_RS07745,395,505,86,45,926,881,962,851,23,167,39,91,864,884,687,1556
HVO_RS07750,163,171,38,23,513,434,488,457,23,73,41,54,513,460,341,875
HVO_RS07755,94,150,37,17,247,265,317,410,27,54,35,67,444,228,383,881
HVO_RS07760,71,111,12,12,241,201,213,209,4,22,8,17,305,231,121,391
HVO_RS07765,14,12,3,3,89,84,83,93,4,9,2,3,130,101,77,157
HVO_RS07770,105,112,53,44,354,378,312,323,41,60,51,73,413,296,221,541
HVO_RS07775,21,23,6,11,126,109,72,102,9,12,12,19,105,100,58,223
HVO_RS07780,55,85,31,23,336,283,401,387,15,40,21,56,434,240,228,670
HVO_RS07785,16,11,8,0,0,6,7,13,3,4,7,1,7,1,7,67
HVO_RS07790,45,65,43,13,46,63,62,74,8,32,32,34,83,46,53,109
HVO_RS07795,37,44,21,14,169,171,212,251,6,13,6,16,348,145,350,852
HVO_RS07800,835,1092,411,433,5838,4961,12677,12845,289,480,634,600,7495,4736,10772,25003
HVO_RS07805,60,83,18,24,533,744,426,389,10,16,30,43,608,423,324,1114
HVO_RS07810,43,41,12,5,123,113,96,74,4,13,10,9,144,94,66,187
HVO_RS07815,201,236,80,39,695,591,1336,1258,36,93,37,67,1851,432,1144,2018
HVO_RS07820,308,430,231,200,174,219,233,260,97,183,213,310,327,159,237,712
HVO_RS07825,390,641,162,106,633,689,377,600,55,164,131,191,789,428,889,1515
HVO_RS07830,421,604,142,90,1098,1132,546,852,53,225,74,142,1321,620,653,1373
HVO_RS07835,74,106,27,14,19,22,14,12,6,34,17,34,19,11,22,93
HVO_RS07845,862,1359,378,210,2471,2164,1057,1665,139,509,350,563,2824,1501,2092,4625
HVO_RS07850,185,300,78,56,1171,1180,211,233,44,98,67,115,922,1086,129,502
HVO_RS07855,327,385,60,21,291,302,113,141,13,86,37,57,261,193,121,237
HVO_RS07860,71,111,35,42,179,279,209,225,8,29,23,39,316,270,178,428
HVO_RS07865,71,113,36,27,249,258,285,299,11,40,19,49,384,189,264,589
HVO_RS07870,11,10,3,2,26,31,25,25,2,11,3,4,45,14,41,119
HVO_RS07875,11,15,8,2,70,88,51,58,3,11,10,4,102,62,39,127
HVO_RS07880,15,24,10,1,38,48,86,88,3,3,7,12,122,54,86,158
HVO_RS07885,16,27,13,6,63,91,119,122,7,9,20,15,135,49,82,200
HVO_RS07890,18,29,23,20,34,62,54,63,8,21,26,22,86,47,46,103
HVO_RS07895,16,27,5,6,77,77,77,58,0,13,1,3,89,86,50,103
HVO_RS07900,51,83,30,18,136,133,116,141,20,25,22,39,153,127,68,244
HVO_RS07905,27,48,29,26,72,69,32,52,8,22,36,40,81,76,30,64
HVO_RS07910,50,71,50,27,145,217,73,99,38,38,53,69,182,180,78,170
HVO_RS07915,52,73,60,67,192,243,138,150,31,46,84,121,269,206,142,204
HVO_RS07920,138,257,104,94,413,488,194,317,58,140,126,176,484,520,207,268
HVO_RS07925,244,305,74,33,254,277,308,354,9,136,16,61,419,281,283,866
HVO_RS07930,87,114,24,10,164,127,178,126,8,51,6,30,191,140,113,245
HVO_RS07940,59,109,28,22,127,124,149,205,14,32,21,38,249,91,132,270
HVO_RS07945,99,151,49,45,277,305,173,263,37,48,73,82,441,153,209,431
HVO_RS07950,42,74,25,6,165,178,109,120,5,11,6,11,179,134,89,231
HVO_RS07955,280,365,214,249,1769,1881,1681,1782,166,215,273,465,2612,1409,1370,3098
HVO_RS07965,114,181,44,28,81,106,152,149,18,28,24,42,158,80,109,202
HVO_RS07970,162,216,53,22,249,243,448,416,24,27,36,69,468,207,374,827
HVO_RS07975,371,401,75,38,682,791,688,853,27,148,40,100,1042,685,651,1412
HVO_RS07980,791,910,169,50,252,284,395,427,90,299,62,128,455,341,380,611
HVO_RS07985,156,169,18,9,109,87,149,177,12,47,16,23,179,73,155,497
HVO_RS07990,640,710,97,57,501,544,837,948,34,187,35,113,1145,506,926,1935
HVO_RS07995,35,40,45,65,251,245,716,494,8,14,64,68,403,314,340,940
HVO_RS08000,9,8,7,11,81,81,202,116,1,3,5,12,122,95,106,272
HVO_RS08005,125,179,86,95,1360,1209,1751,1324,38,66,103,131,1407,1221,1064,2461
HVO_RS08010,21,38,18,38,1293,1469,1064,1033,12,22,38,47,1557,805,1206,2264
HVO_RS08015,274,372,138,128,3272,3079,5757,4726,56,135,113,163,5562,3134,4650,6698
HVO_RS08020,59,58,23,23,736,765,1356,1154,6,18,26,28,1233,757,945,1657
HVO_RS08025,69,97,23,15,244,277,192,217,11,36,19,41,255,169,147,481
HVO_RS08030,75,103,42,32,99,102,123,168,30,50,30,65,167,80,157,339
HVO_RS08035,42,63,25,14,83,90,103,112,4,19,29,20,152,70,89,198
HVO_RS08040,234,284,104,58,324,399,292,371,42,101,72,114,504,355,280,836
HVO_RS08045,218,306,78,34,281,261,348,415,28,115,43,83,479,192,283,676
HVO_RS08050,377,537,185,103,1028,915,955,1064,68,247,152,249,1457,709,1001,2093
HVO_RS08055,5,13,0,2,10,16,11,19,0,2,4,3,10,7,28,123
HVO_RS08060,1326,1940,838,550,1672,1924,2088,2924,503,763,594,1135,2905,1609,2499,4365
HVO_RS08065,3,4,0,0,1,4,1,0,2,0,2,4,7,7,9,20
HVO_RS08070,300,397,112,56,265,290,367,676,37,116,99,115,517,302,1206,2066
HVO_RS08075,11,15,6,18,46,68,31,66,4,4,15,12,72,51,107,415
HVO_RS08080,117,157,56,79,294,259,386,442,27,47,62,89,439,240,312,719
HVO_RS08085,31,65,14,15,97,77,99,110,13,9,12,14,164,85,97,258
HVO_RS08090,17,26,7,4,23,27,45,62,2,2,8,6,77,34,58,112
HVO_RS08095,205,341,141,59,127,172,82,133,33,133,86,149,153,64,237,614
HVO_RS08100,230,359,41,26,146,97,167,189,13,113,22,35,245,101,161,328
HVO_RS08105,252,388,109,69,162,145,212,268,31,124,38,92,281,129,208,498
HVO_RS08110,180,265,71,33,106,83,121,156,23,110,42,60,201,106,151,332
HVO_RS08115,582,921,240,99,187,175,264,355,82,331,112,237,320,182,275,731
HVO_RS08120,875,1194,354,224,1707,1585,2262,1992,142,667,233,422,2000,1440,1610,2930
HVO_RS08130,48,70,21,15,117,123,166,188,9,29,12,28,251,121,163,362
HVO_RS08135,93,117,41,36,696,676,676,711,32,60,44,75,1282,625,483,921
HVO_RS08140,79,124,34,25,621,680,634,633,21,54,34,41,955,609,497,1351
HVO_RS08145,338,383,178,136,2576,2448,2604,2457,63,154,149,237,2840,1946,2055,4329
HVO_RS08150,3,16,7,4,16,10,4,17,1,3,0,0,18,9,30,133
HVO_RS08155,416,574,163,81,566,536,812,946,57,222,93,196,956,451,780,2079
HVO_RS08160,345,433,61,40,481,505,499,440,36,139,25,83,683,384,301,781
HVO_RS08165,208,303,119,84,1436,1359,1064,972,88,136,118,193,1713,1110,658,2107
HVO_RS08170,73,91,17,21,197,176,246,296,17,31,18,20,325,166,239,627
HVO_RS08175,65,80,23,23,126,179,135,140,11,22,18,20,195,122,114,322
HVO_RS08180,253,297,76,42,302,280,362,381,29,124,46,67,466,236,317,797
HVO_RS08185,662,980,310,309,1306,1291,1292,1371,175,432,256,386,1967,1004,1038,3325
HVO_RS08190,38,34,18,12,130,99,139,170,7,21,13,25,219,128,143,380
HVO_RS08195,134,154,38,12,115,102,140,167,16,47,15,32,221,97,161,251
HVO_RS08200,147,150,89,98,963,1187,1576,2064,62,80,91,161,2260,963,1473,3399
HVO_RS08205,6061,7001,1689,572,8242,6802,11077,13628,433,3417,502,1375,13743,6890,11844,40891
HVO_RS08210,332,535,106,49,143,174,151,243,20,175,44,118,193,121,219,773
HVO_RS08215,175,205,60,19,51,48,80,63,21,69,27,48,92,36,58,176
HVO_RS08220,2903,3813,418,155,3089,2709,2877,2615,97,892,135,296,3167,2497,2011,3816
HVO_RS08225,1585,2129,377,122,889,941,1008,1020,98,544,102,303,1371,808,775,1887
HVO_RS08230,2707,3830,650,147,1293,1369,1080,1002,75,487,114,549,1309,708,544,1432
HVO_RS08235,247,349,63,60,191,189,223,315,22,153,35,81,296,217,273,350
HVO_RS08240,65,134,26,17,288,265,203,281,11,31,15,35,421,251,404,728
HVO_RS08245,304,511,153,108,1402,1548,1417,1100,72,150,117,166,1904,1028,833,2274
HVO_RS08250,178,262,43,43,333,342,356,330,16,77,21,39,504,336,291,823
HVO_RS08255,746,1017,215,151,1388,1374,1468,1355,84,418,113,177,1827,1448,1249,2889
HVO_RS08260,230,351,48,23,533,527,577,494,7,123,17,27,712,527,466,1121
HVO_RS08265,615,772,162,140,8933,8071,10710,11678,84,252,141,248,12820,8860,8401,11704
HVO_RS08270,587,791,142,66,526,600,1028,1151,35,233,77,135,884,573,881,2233
HVO_RS08275,606,733,190,80,513,467,623,416,56,304,95,128,504,340,322,1335
HVO_RS08280,10,22,3,7,7,11,6,19,2,3,4,10,14,10,15,31
HVO_RS08285,64,122,89,91,78,138,53,79,26,68,133,160,97,44,96,294
HVO_RS08290,18,44,17,18,32,43,20,28,6,24,13,32,118,26,21,39
HVO_RS08295,26,30,33,21,18,17,24,18,12,16,8,26,45,15,15,36
HVO_RS08300,8,10,17,6,16,16,5,15,1,4,12,19,28,16,8,39
HVO_RS08305,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,3
HVO_RS08310,17,30,7,2,4,9,8,6,1,11,1,6,21,8,16,22
HVO_RS08315,197,195,47,43,146,126,104,87,39,106,53,77,242,118,86,265
HVO_RS08320,35,48,12,6,77,67,73,89,3,27,9,13,156,76,50,182
HVO_RS08325,132,222,32,27,181,181,186,248,31,76,23,46,285,209,178,413
HVO_RS08330,455,553,107,47,353,333,353,373,30,191,48,88,522,253,319,857
HVO_RS08335,917,1386,197,90,1281,1119,1299,1343,57,441,76,156,1585,864,1266,1375
HVO_RS08340,32,50,17,14,206,175,182,168,11,19,22,26,276,221,143,313
HVO_RS08345,36,38,20,10,299,313,162,183,7,24,26,23,306,267,115,318
HVO_RS08350,5,11,8,8,363,349,63,57,1,5,2,16,177,274,46,136
HVO_RS08355,62,92,38,21,5148,5549,526,545,16,37,45,66,2363,3593,317,1570
HVO_RS08360,1657,2156,1109,1055,157672,173589,29043,26495,329,1191,996,2937,87363,120301,10927,52520
HVO_RS08365,1550,2316,461,305,1924,1763,3116,3236,156,669,214,516,2962,1698,2355,7302
HVO_RS08370,794,1033,232,137,287,330,355,431,56,296,99,240,431,222,294,1030
HVO_RS08375,1275,1789,183,91,1123,993,1401,1272,71,454,92,194,1716,919,1106,2847
HVO_RS08380,1515,2204,338,172,577,595,520,647,94,479,160,393,996,446,522,1682
HVO_RS08385,8238,12012,1789,1699,8163,10809,5142,5748,757,2952,1600,2727,7841,6832,4034,16981
HVO_RS08390,364,536,69,47,380,371,371,432,24,160,37,79,559,298,320,921
HVO_RS08395,274,322,80,55,711,670,1049,1049,32,116,58,94,890,548,867,2453
HVO_RS08400,2308,3027,888,587,29063,26796,48740,46922,298,1169,658,1095,46335,21501,33171,75036
HVO_RS08405,281,353,114,73,1737,1722,1276,1557,61,132,118,215,2216,1336,1089,3341
HVO_RS08410,774,1076,163,167,3245,2938,1786,2168,93,403,152,253,2494,1982,1617,4416
HVO_RS08415,304,341,81,45,151,189,196,245,33,120,27,80,285,139,225,477
HVO_RS08420,99,160,23,8,36,27,36,21,10,55,10,16,57,25,32,93
HVO_RS08425,45,58,5,4,51,57,40,58,3,19,0,6,59,32,43,204
HVO_RS08430,1069,1627,977,956,1383,1641,1487,2226,619,914,845,1355,1552,1328,1905,3963
HVO_RS08435,199,257,68,48,120,153,108,158,20,67,42,84,182,146,109,301
HVO_RS08440,108,182,37,12,120,93,121,129,10,26,32,41,150,84,88,308
HVO_RS08445,139,209,16,14,112,82,147,133,8,52,13,25,182,93,107,298
HVO_RS08450,564,845,323,301,435,483,406,451,148,307,382,440,634,320,427,1456
HVO_RS08455,5832,7506,2589,1658,8516,8064,10097,10432,961,2882,1699,3047,11610,6347,9037,18512
HVO_RS08460,431,533,160,114,181,143,216,223,46,175,76,189,258,144,162,421
HVO_RS08465,46,82,18,8,91,84,83,101,6,28,14,20,92,53,80,276
HVO_RS08470,241,333,101,88,429,540,409,562,45,110,74,96,455,314,424,1234
HVO_RS08475,697,986,243,121,1233,1213,1999,2183,83,395,153,220,1574,849,2534,4534
HVO_RS08480,996,1385,333,173,2185,1652,3642,4072,84,482,150,294,2044,1635,4099,7402
HVO_RS08485,1747,2335,405,172,2341,1934,3059,3665,130,659,199,332,1736,1856,3491,6444
HVO_RS08490,701,879,232,149,2570,2376,3379,3938,75,373,105,267,2560,2237,3878,6797
HVO_RS08495,393,541,80,24,241,280,333,428,17,103,25,73,320,205,302,888
HVO_RS08500,323,419,101,70,1429,1315,1963,1750,56,130,96,153,1688,970,1664,4112
HVO_RS08505,49,89,27,24,203,243,179,214,10,26,32,37,218,174,170,390
HVO_RS08510,77,133,45,29,263,330,317,544,23,42,44,80,440,282,369,1068
HVO_RS08515,146,149,44,46,439,393,932,1307,22,53,53,111,1135,333,1074,1309
HVO_RS08520,138,172,24,25,202,158,241,181,9,64,18,44,258,147,149,416
HVO_RS08525,92,156,25,20,142,164,167,221,14,43,26,70,227,141,127,479
HVO_RS08530,195,303,92,69,169,168,201,252,38,127,58,119,335,157,191,472
HVO_RS08535,130,174,47,23,165,247,187,262,18,61,32,60,236,205,180,516
HVO_RS08540,588,850,184,100,756,808,715,800,73,306,103,153,1209,434,786,2124
HVO_RS08545,3117,4320,995,502,5137,5301,3460,3485,380,2017,437,891,3875,5045,2447,7126
HVO_RS08550,275,350,108,45,440,432,385,466,45,132,84,120,480,286,319,1006
HVO_RS08555,671,887,329,325,625,698,403,498,217,430,345,547,632,492,283,1133
HVO_RS08560,823,1062,111,46,395,408,290,385,25,314,41,91,524,300,333,1409
HVO_RS08565,912,1334,242,173,741,699,836,818,84,389,146,288,871,757,666,1852
HVO_RS08570,41,41,20,1,12,20,12,11,4,18,7,16,21,15,24,96
HVO_RS08575,93,167,121,102,256,292,315,551,60,71,173,167,306,157,421,1276
HVO_RS08580,1359,1732,392,184,2938,2678,14058,16969,132,429,213,458,3716,3799,16109,27825
HVO_RS08585,392,428,91,24,522,457,574,652,19,47,36,91,762,442,438,1190
HVO_RS08590,598,790,135,23,218,197,385,579,25,45,26,115,358,187,392,930
HVO_RS08595,558,867,201,274,9118,9291,12092,15600,96,287,295,332,12717,8668,12596,19314
HVO_RS08600,15,33,2,2,14,17,16,31,0,5,1,5,42,8,28,122
HVO_RS08605,479,783,117,40,601,493,580,495,26,229,40,83,697,419,415,1331
HVO_RS08610,412,638,179,96,1005,941,919,965,70,226,102,161,1149,684,773,2123
HVO_RS08615,192,216,54,31,167,153,196,148,21,80,32,62,220,187,139,368
HVO_RS08620,244,338,78,53,649,642,760,718,36,124,64,109,865,541,607,1663
HVO_RS08625,105,129,63,57,339,322,556,507,32,55,56,67,632,275,385,883
HVO_RS08630,92,137,112,141,107,94,83,130,86,88,156,190,178,101,122,270
HVO_RS08635,109,162,113,124,74,92,78,75,69,103,109,203,150,96,61,226
HVO_RS08640,39,72,44,27,69,89,83,94,13,45,44,64,102,56,60,243
HVO_RS08645,67,108,34,51,188,235,252,282,18,41,36,52,295,175,212,520
HVO_RS08650,83,114,30,26,183,161,252,285,19,32,32,26,375,161,204,544
HVO_RS08655,167,258,85,81,437,462,401,459,51,99,86,135,578,367,360,1041
HVO_RS08660,220,334,125,100,1652,1681,1278,1399,70,153,170,247,1978,1180,1127,2835
HVO_RS08665,73,102,64,66,284,317,266,267,31,70,86,103,370,216,218,520
HVO_RS08670,13,14,9,7,158,146,143,262,6,6,9,11,184,98,422,909
